"","X.1","X","id","first_name","last_name","gender","height","weight","zombies_killed","years_of_education","major","age"
"507",507,507,507,"Irene","Payne","Female",61.1397216874494,122.694406420309,3,6,"architecture",19.1646830913267
"508",508,508,508,"Andrea","Hicks","Female",60.5644216070899,116.365538416793,4,5,"biology",16.5058914300185
"509",509,509,509,"Doris","Lane","Female",62.332751575655,134.04907878748,3,5,"psychology",19.5232748328751
"510",510,510,510,"Tina","Taylor","Female",64.2595405818072,124.106591008092,1,2,"applied sciences",22.3436830037479
"511",511,511,511,"Ann","Rivera","Female",57.5959328623845,97.7451277545329,4,2,"environmental science",15.909512782565
"512",512,512,512,"Roy","Owens","Male",75.8692053306201,181.720916048663,4,2,"pharmacology",23.4354756863828
"513",513,513,513,"Benjamin","Ford","Male",74.344129558254,164.488739118211,6,2,"economics",25.0357937978334
"514",514,514,514,"Randy","Kelley","Male",64.7236663521836,146.501271138357,1,4,"architecture",15.6470786385183
"515",515,515,515,"Doris","Rose","Female",70.7558780834283,146.873566184724,2,2,"criminal justice administration",24.735344376397
"516",516,516,516,"Henry","Austin","Male",70.8069537292061,160.935046488803,2,2,"botany",17.9694105745824
"517",517,517,517,"Kathy","Fuller","Female",63.6487651523741,133.946717114471,2,0,"military strategy",17.1370619845838
"518",518,518,518,"Jacqueline","Cole","Female",67.3264770612503,141.915941619915,6,6,"medicine/nursing",22.396006687514
"519",519,519,519,"Timothy","Cooper","Male",68.4966905798702,158.316236780331,0,5,"business administration",16.228649003464
"520",520,520,520,"Julie","Crawford","Female",66.0630034376215,139.625668089747,4,7,"architecture",19.8779405682298
"521",521,521,521,"Jonathan","Wheeler","Male",69.9206649127611,167.001755956541,0,2,"animal husbandry",18.822583018385
"522",522,522,522,"Patricia","Brown","Female",67.4903710104854,148.974269560855,3,3,"military strategy",21.6525491932269
"523",523,523,523,"Rachel","Fields","Female",68.8735050272672,138.796725280172,5,2,"medicine/nursing",20.6902224040734
"524",524,524,524,"Wayne","Vasquez","Male",68.7390097072736,141.858656335973,0,4,"business administration",23.8869243171303
"525",525,525,525,"Eugene","Stanley","Male",73.3539137088179,187.171179532289,2,3,"applied sciences",20.4375951160958
"526",526,526,526,"Steve","Ortiz","Male",70.0385316930802,148.964863446311,2,3,"environmental science",24.7015084120209
"527",527,527,527,"Jonathan","Russell","Male",70.2528952841852,165.135073157442,3,6,"culinart services",18.7747235116549
"528",528,528,528,"Sandra","Rodriguez","Female",68.7625390327238,158.150553658824,5,0,"energy studies",22.0603207634355
"529",529,529,529,"Matthew","Oliver","Male",65.0065004954435,138.962353716551,7,4,"logistics",17.9509654756519
"530",530,530,530,"Michael","Powell","Male",67.3948826569768,133.696326097603,3,4,"military strategy",22.5512413778944
"531",531,531,531,"Andrea","Ruiz","Female",69.3204796174824,140.03806044076,2,2,"psychology",24.5369520948278
"532",532,532,532,"Andrea","Peterson","Female",63.5248739104131,125.0338111365,2,1,"applied sciences",20.6054014295797
"533",533,533,533,"Eugene","Harrison","Male",67.2609092796669,152.001147646051,0,7,"human services",17.6784726402128
"534",534,534,534,"John","Hernandez","Male",66.1391900473955,133.468440494724,4,2,"business administration",17.9216718179389
"535",535,535,535,"Amanda","Rogers","Female",63.2720961858332,108.883320607764,3,6,"animal husbandry",22.0057961684883
"536",536,536,536,"Alice","Nelson","Female",68.6749579239791,144.597438965207,4,2,"applied sciences",21.5763113554385
"537",537,537,537,"Stephanie","Anderson","Female",73.2954140380586,143.901395135809,0,5,"business administration",24.2647871070678
"538",538,538,538,"Jesse","Mitchell","Male",77.9543313912959,174.232559984157,4,4,"education",25.4934212026154
"539",539,539,539,"Timothy","Knight","Male",67.0039635384732,161.991144222372,2,2,"education",15.8241046581431
"540",540,540,540,"Norma","Anderson","Female",62.4348302777667,112.098291947074,3,2,"education",18.0657462904664
"541",541,541,541,"Roger","Gray","Male",63.1745073149603,157.189072336506,1,3,"communication",17.7920402972047
"542",542,542,542,"Roy","Greene","Male",71.7242649291297,165.535019707829,0,6,"agricultural sciences",18.0966953903338
"543",543,543,543,"Jason","Rogers","Male",75.1832168089569,157.966562681046,2,4,"animal husbandry",22.8345861988407
"544",544,544,544,"Andrew","Mitchell","Male",76.6153057844836,170.62537420569,3,2,"energy studies",24.6244550976407
"545",545,545,545,"Nicole","Schmidt","Female",63.1972092934177,106.399477770613,4,0,"botany",19.6325965484713
"546",546,546,546,"Martha","Medina","Female",69.1744560250443,137.920889391306,3,3,"logistics",21.0352600205137
"547",547,547,547,"Doris","Lopez","Female",59.6017411508981,103.543063157274,4,3,"environmental science",21.1256955546897
"548",548,548,548,"Jacqueline","Barnes","Female",69.2587417150402,150.908618137742,3,1,"architecture",18.6558175916305
"549",549,549,549,"Charles","Foster","Male",71.0084247034573,154.609049014117,2,5,"communication",17.9620982058528
"550",550,550,550,"Martin","Williamson","Male",67.4134490242867,142.077347713872,3,5,"culinart services",16.5719934487962
"551",551,551,551,"Nancy","Wallace","Female",66.491959475281,132.53770098097,0,5,"mechanical engineering",22.0491003116783
"552",552,552,552,"Anna","Williams","Female",63.650829890453,130.287146854865,1,5,"city planning",21.8504894699605
"553",553,553,553,"Jeremy","Walker","Male",70.0217939208614,172.211295972239,6,3,"agricultural sciences",18.1209449202267
"554",554,554,554,"Phillip","Peters","Male",66.3905707053805,132.352223585151,5,3,"culinart services",18.6199158502525
"555",555,555,555,"Tina","Chavez","Female",67.4558293209881,141.609750359756,3,5,"environmental science",19.6702453146008
"556",556,556,556,"Stephanie","Bennett","Female",57.8508385640734,102.912775881198,4,4,"human services",18.2033170531186
"557",557,557,557,"Rose","Sanders","Female",65.4368784449063,131.643108493256,2,4,"mechanical engineering",18.2389478129068
"558",558,558,558,"James","Arnold","Male",66.8161435832612,138.330822887355,3,0,"epidemiology",15.2214031410969
"559",559,559,559,"Fred","King","Male",66.0206130150977,139.235827108548,3,3,"medicine/nursing",21.3232424269507
"560",560,560,560,"Jonathan","Bennett","Male",69.0764891724021,148.07286523288,2,4,"applied sciences",18.9404559124397
"561",561,561,561,"Diane","Ramirez","Female",67.0484245201532,157.806152996102,0,2,"biology",20.4062423106698
"562",562,562,562,"Sharon","Carr","Female",70.7666729383003,169.666410604851,4,1,"psychology",21.1272924569702
"563",563,563,563,"Ernest","Bennett","Male",71.9740398612985,162.162874615856,1,4,"epidemiology",23.8215816127305
"564",564,564,564,"Anna","Phillips","Female",65.2804700750148,138.232674259327,2,2,"criminal justice administration",21.6634424230512
"565",565,565,565,"Joe","Gardner","Male",71.5917904054674,173.950924422201,1,2,"pharmacology",22.9959312271743
"566",566,566,566,"Joshua","Hudson","Male",62.5077319457773,137.488312929714,5,4,"animal husbandry",12.8080729027743
"567",567,567,567,"Jerry","Cox","Male",69.4972995828527,126.70118761525,6,1,"environmental science",22.9997520221608
"568",568,568,568,"Susan","Weaver","Female",71.5176819951125,168.650075249383,5,1,"mechanical engineering",21.4054952660058
"569",569,569,569,"Maria","Lynch","Female",69.6028966879996,166.511359857714,3,2,"criminal justice administration",17.0937013214039
"570",570,570,570,"Louise","Anderson","Female",61.8035882426097,116.836114509185,2,1,"pharmacology",16.7478710444889
"571",571,571,571,"Margaret","Duncan","Female",68.0070032723025,132.539653264272,2,2,"animal husbandry",20.3822654837154
"572",572,572,572,"Theresa","Watkins","Female",60.6761027939795,125.974526139617,4,2,"communication",16.7426716410773
"573",573,573,573,"Diana","Arnold","Female",68.6864237656374,136.468949667478,3,0,"city planning",24.9871201281654
"574",574,574,574,"Jacqueline","Cook","Female",62.9335630816233,125.842744520705,2,2,"city planning",18.5608815258928
"575",575,575,575,"Kimberly","Ross","Female",68.9121729262907,151.660817712973,3,2,"physical education",21.1600569432374
"576",576,576,576,"Scott","George","Male",72.5168391088071,167.174027052299,2,1,"physical education",22.1421706312851
"577",577,577,577,"Louise","Frazier","Female",66.8048328772237,141.564296949949,2,2,"business administration",19.3347967878055
"578",578,578,578,"Terry","Bailey","Male",75.6586582137397,181.845488024484,3,7,"human services",24.4687345977878
"579",579,579,579,"Jacqueline","Mills","Female",69.6785232322633,149.992085780024,1,2,"integrated water resources management",19.7635359193596
"580",580,580,580,"Mildred","Ross","Female",69.1785767112915,138.770074077855,4,4,"applied sciences",22.017161638578
"581",581,581,581,"Chris","Washington","Male",68.118159244317,136.479442970865,1,4,"biology",19.2419200301848
"582",582,582,582,"Matthew","Murray","Male",64.0598816971816,135.855995750063,3,5,"epidemiology",17.5244026632414
"583",583,583,583,"Alice","Wallace","Female",61.2571912669272,117.333741292658,0,5,"pharmacology",16.279592270127
"584",584,584,584,"Carl","Reid","Male",68.370913483293,161.800924683332,4,2,"logistics",16.4600313005746
"585",585,585,585,"Patricia","Smith","Female",64.6344763781081,124.38080465497,3,5,"animal husbandry",19.6046048533667
"586",586,586,586,"Roger","Garza","Male",68.4126473627854,154.563670396124,3,3,"human services",19.2025841516307
"587",587,587,587,"Michael","Berry","Male",73.0219790194417,160.728318679456,2,3,"pharmacology",22.5666724897649
"588",588,588,588,"Wayne","Howell","Male",65.7447374444228,126.918399552953,2,1,"military strategy",19.7876972137905
"589",589,589,589,"Marie","Gutierrez","Female",66.9555723401926,148.623282621868,2,1,"criminal justice administration",18.1590247923617
"590",590,590,590,"Philip","Webb","Male",69.5482449811343,156.533944132787,3,1,"psychology",19.1973749574883
"591",591,591,591,"Jonathan","Moreno","Male",63.1019565951776,135.101444596391,6,4,"mechanical engineering",15.5570787881481
"592",592,592,592,"Virginia","Harper","Female",56.0543181650625,104.039995076802,6,1,"human services",14.1505099602836
"593",593,593,593,"Bruce","King","Male",73.2325405860927,166.975936195622,6,5,"psychology",20.8482531981591
"594",594,594,594,"Janet","Lewis","Female",64.6773350644732,120.671930580687,4,3,"architecture",17.5863250835947
"595",595,595,595,"Andrea","Romero","Female",65.2198701210048,124.314221128104,5,4,"medicine/nursing",22.5283671516747
"596",596,596,596,"Mark","Scott","Male",74.4218897765383,165.504359228284,6,3,"biology",20.7583748175235
"597",597,597,597,"Linda","Patterson","Female",63.1482891129397,106.464251139035,2,0,"culinart services",21.9199308381834
"598",598,598,598,"Catherine","Kelly","Female",65.8993042265777,137.15483217033,2,3,"communication",19.7538631795108
"599",599,599,599,"Julia","Nguyen","Female",64.3321402437075,132.176887430781,5,6,"animal husbandry",20.6406963613838
"600",600,600,600,"Julia","Holmes","Female",62.2912611981043,131.67590013503,1,1,"physical education",17.6305733300603
"601",601,601,601,"Judy","Stewart","Female",62.6992128717481,120.442559451343,4,3,"economics",16.6065175681291
"602",602,602,602,"Edward","Martin","Male",67.9458392336575,174.662528071536,4,2,"city planning",15.3670162171672
"603",603,603,603,"Nicholas","Parker","Male",65.0731436971171,137.982103056978,3,2,"education",14.9115607437535
"604",604,604,604,"Albert","Stone","Male",69.3654284521403,151.016497231156,1,1,"applied sciences",18.3629344584729
"605",605,605,605,"Patricia","Chapman","Female",69.533754137679,155.274773540399,2,0,"animal husbandry",21.9701023285289
"606",606,606,606,"Brandon","Matthews","Male",70.0836535864191,142.612990470975,2,6,"medicine/nursing",20.4635357698454
"607",607,607,607,"Jane","Ross","Female",65.2189012227015,131.303823043155,2,3,"botany",21.5828647955175
"608",608,608,608,"Thomas","Howell","Male",64.0694726254104,124.192431162172,3,5,"logistics",14.8484399867153
"609",609,609,609,"Steve","Flores","Male",73.9273925519099,154.167198374084,1,2,"integrated water resources management",23.1055967874088
"610",610,610,610,"Carl","Porter","Male",71.6889007625342,170.219147578788,3,1,"applied sciences",20.9862244315296
"611",611,611,611,"Maria","Andrews","Female",68.4109843401928,167.173929224948,2,5,"energy studies",19.4468518922816
"612",612,612,612,"Russell","Henry","Male",71.1327578432068,161.57120542708,5,4,"mechanical engineering",16.1078457674797
"613",613,613,613,"Carol","James","Female",68.2264848361513,157.327023867567,3,4,"pharmacology",18.5884173299932
"614",614,614,614,"Kelly","Gonzalez","Female",62.9222087559541,135.641418295888,2,0,"communication",16.201012703812
"615",615,615,615,"Cheryl","Gomez","Female",59.9564216927102,107.192921819584,4,1,"pharmacology",14.4962156215872
"616",616,616,616,"Ronald","Fields","Male",70.4151232238567,181.556663479598,2,3,"botany",18.2622561573738
"617",617,617,617,"Gloria","Powell","Female",67.3264824193275,145.188195474103,1,3,"applied sciences",21.7378575864691
"618",618,618,618,"Janet","Johnson","Female",62.3242831071877,125.163327894045,2,7,"animal husbandry",17.5600306734582
"619",619,619,619,"Paul","Sullivan","Male",65.6310750035557,140.276364688381,3,1,"medicine/nursing",16.6457996768623
"620",620,620,620,"Sarah","Mills","Female",62.5121703133659,117.469859792242,3,3,"human services",18.5797625040876
"621",621,621,621,"James","Bowman","Male",69.2828547356041,154.187532566464,4,2,"pharmacology",19.0321511954904
"622",622,622,622,"Craig","Bishop","Male",72.2586637040341,173.64376824363,3,4,"epidemiology",22.0378818310325
"623",623,623,623,"Kimberly","Hicks","Female",69.4689702220487,136.554169644287,2,5,"military strategy",25.1116143387987
"624",624,624,624,"Eric","Ray","Male",63.4236466230581,131.408507171774,2,3,"city planning",17.0776559787658
"625",625,625,625,"Roger","Scott","Male",64.6215145576145,120.703358973559,9,2,"mechanical engineering",17.3160442146168
"626",626,626,626,"Teresa","Peterson","Female",71.5668841951886,149.578783651452,2,5,"economics",21.8204305871424
"627",627,627,627,"Karen","Harper","Female",67.8768003735764,127.571428083051,3,4,"criminal justice administration",24.6839023828788
"628",628,628,628,"Amy","Fuller","Female",64.0830049585182,123.509830447626,2,1,"physical education",18.9271937874622
"629",629,629,629,"Eugene","King","Male",73.8489834631923,159.356154057042,3,2,"human services",23.1281077297915
"630",630,630,630,"Frank","Dean","Male",63.188228498314,117.520613885289,3,2,"psychology",19.6684341976433
"631",631,631,631,"Ralph","Rice","Male",68.0898059661029,151.224763361674,6,0,"biology",20.4341819531509
"632",632,632,632,"Mary","Henry","Female",64.0644238239765,129.272317106162,4,2,"psychology",18.1889432050518
"633",633,633,633,"Bobby","Hayes","Male",70.18292661023,151.626337967624,1,2,"city planning",19.3056262547701
"634",634,634,634,"Rose","Allen","Female",70.2368064660221,138.080729395366,2,5,"criminal justice administration",21.4894017118788
"635",635,635,635,"Harry","Simmons","Male",74.6923052200321,169.125914994829,0,7,"human services",23.5599410057021
"636",636,636,636,"Samuel","Washington","Male",69.7471179821999,143.652190242497,1,3,"medicine/nursing",20.3952718789935
"637",637,637,637,"Larry","Wood","Male",67.1958746413947,144.886777628653,1,2,"integrated water resources management",19.1558683982663
"638",638,638,638,"Helen","Lawson","Female",71.2960371965826,149.074522869834,8,2,"culinart services",23.9752754725913
"639",639,639,639,"Tammy","Carroll","Female",65.7566758814399,133.507224989074,4,6,"psychology",22.1504819874624
"640",640,640,640,"Julia","Hunter","Female",67.3526993760587,147.306352476678,2,0,"philosophy",19.3843177507782
"641",641,641,641,"Jerry","Jackson","Male",69.9175079801973,166.375117320355,4,3,"architecture",23.1775898551115
"642",642,642,642,"Joyce","Kennedy","Female",69.7811243452782,149.181941600882,1,2,"communication",24.2483861004344
"643",643,643,643,"Jonathan","Reynolds","Male",67.1848132416617,163.197754178244,3,2,"criminal justice administration",18.1589234297946
"644",644,644,644,"Willie","Alexander","Male",67.2377174580355,152.046651774996,2,1,"human services",19.2929221815163
"645",645,645,645,"Sarah","Peterson","Female",67.3073064625475,154.070379454112,3,2,"energy studies",18.5400535846789
"646",646,646,646,"Amy","Myers","Female",69.3480888631726,151.562070233127,0,1,"agricultural sciences",19.5593362667976
"647",647,647,647,"Wanda","Rogers","Female",72.0785078593199,148.854900148778,3,2,"psychology",25.0518338946162
"648",648,648,648,"Jerry","Young","Male",65.8792494215911,141.186979929858,1,7,"mechanical engineering",16.1785409086155
"649",649,649,649,"Charles","Mcdonald","Male",65.3488087832395,146.840620539901,6,4,"military strategy",20.3554345345041
"650",650,650,650,"Roy","Mitchell","Male",66.5205508402561,135.878206519073,3,3,"education",16.8558526241089
"651",651,651,651,"Evelyn","Bowman","Female",63.4866807405769,126.574301701687,4,3,"agricultural sciences",20.3265030537851
"652",652,652,652,"Donald","Hayes","Male",66.3969061497203,135.318292221925,1,5,"culinart services",17.9360249936448
"653",653,653,653,"Joan","Ruiz","Female",68.0257327671501,149.684858285524,2,6,"agricultural sciences",21.4015952787897
"654",654,654,654,"Marie","Lopez","Female",59.7480381184768,132.642623489089,2,2,"environmental science",15.4372759171459
"655",655,655,655,"Keith","Day","Male",71.771182108477,154.988355918492,5,4,"physical education",21.4652622216702
"656",656,656,656,"Kathryn","Peterson","Female",64.7249131246287,126.428259614737,4,4,"psychology",16.5450749247103
"657",657,657,657,"Jessica","Bradley","Female",67.3721256571774,157.927238896891,2,2,"philosophy",20.2259126480638
"658",658,658,658,"Martha","Fuller","Female",70.3824406627291,142.92167297617,5,5,"mechanical engineering",25.6974818698582
"659",659,659,659,"Jack","Castillo","Male",71.9445729774631,158.19213193698,3,1,"business administration",22.7755428445223
"660",660,660,660,"Walter","Hanson","Male",69.2451310828558,139.596074176363,5,5,"epidemiology",22.7153697845764
"661",661,661,661,"Stephanie","Vasquez","Female",71.4329439075851,168.990744038124,6,2,"mechanical engineering",19.4360497956715
"662",662,662,662,"Martin","Banks","Male",73.7393399823706,180.117303374335,1,5,"environmental science",23.1559245269579
"663",663,663,663,"Jeremy","Smith","Male",69.963470781474,151.899146117634,4,2,"education",18.2313207243169
"664",664,664,664,"Roy","Arnold","Male",78.5893585872188,169.338681495397,2,4,"environmental science",27.5882811350143
"665",665,665,665,"Tina","Richards","Female",66.0684432039023,141.394485409285,0,2,"physical education",19.8133574628443
"666",666,666,666,"Donna","Green","Female",68.1314781422035,149.848634258394,1,4,"biology",20.983093215594
"667",667,667,667,"Scott","White","Male",74.6314590960392,150.810860918305,5,5,"criminal justice administration",29.1794473010161
"668",668,668,668,"Robert","Riley","Male",63.5989987886665,131.690799163747,4,2,"education",15.3073470520306
"669",669,669,669,"David","Cole","Male",72.871879194486,132.313431742549,2,2,"education",23.7609290677674
"670",670,670,670,"Gregory","Walker","Male",69.4067431384974,138.864547959242,3,4,"criminal justice administration",28.389164467355
"671",671,671,671,"Lisa","Harper","Female",65.7945930949337,134.801535645709,2,3,"military strategy",18.731783038254
"672",672,672,672,"Ashley","Smith","Female",71.6754281064378,161.788097982268,5,5,"botany",23.8930934180941
"673",673,673,673,"Stephanie","James","Female",73.7970810005367,163.075829740473,3,5,"psychology",26.215645970021
"674",674,674,674,"Kathy","Davis","Female",61.3714779760691,120.6152261517,3,2,"communication",19.6308887684261
"675",675,675,675,"Lisa","Webb","Female",69.4431565949163,147.798890368346,1,4,"human services",21.9048057330075
"676",676,676,676,"Sara","Price","Female",70.4986161969411,148.510305896804,1,6,"business administration",23.0923316294284
"677",677,677,677,"Shirley","Holmes","Female",72.8416922354882,150.674200041302,4,2,"psychology",26.7114352916295
"678",678,678,678,"Willie","Davis","Male",68.7166075812336,145.93644532025,1,5,"botany",21.7134610369571
"679",679,679,679,"Benjamin","Ward","Male",61.9525208585575,139.961054219247,2,3,"mechanical engineering",16.6225478603054
"680",680,680,680,"Russell","Henry","Male",68.1526874134745,155.585865299167,3,4,"criminal justice administration",18.3214624492219
"681",681,681,681,"Carl","Scott","Male",72.4901752002957,154.356648313424,5,4,"military strategy",22.1476673609921
"682",682,682,682,"Terry","Robertson","Male",70.9418968778224,173.382882376922,1,1,"epidemiology",18.5527404048803
"683",683,683,683,"Willie","Griffin","Male",76.8761333508072,171.244756143509,4,4,"integrated water resources management",25.2922122480144
"684",684,684,684,"Christina","Harrison","Female",66.8142928237775,128.387094406455,3,6,"botany",25.3266911389038
"685",685,685,685,"Julie","Harrison","Female",60.95831550709,131.895475858676,4,2,"criminal justice administration",12.5008507779673
"686",686,686,686,"Ralph","Young","Male",67.4455090163658,133.674530809311,3,5,"pharmacology",20.1138617070214
"687",687,687,687,"Maria","Jones","Female",62.3608508571529,136.69034842664,5,1,"botany",15.0167079627152
"688",688,688,688,"Roy","Alexander","Male",74.4773533813609,156.024082737663,3,7,"applied sciences",22.6306345956976
"689",689,689,689,"Irene","Sims","Female",65.7735950001911,129.840062438197,7,2,"biology",19.925767810126
"690",690,690,690,"Helen","Howell","Female",70.6583454325406,157.548718397896,2,1,"military strategy",24.1482326501674
"691",691,691,691,"Nancy","Wallace","Female",67.3894778909807,149.457537884625,5,1,"military strategy",19.9867657753437
"692",692,692,692,"Aaron","Freeman","Male",69.780122080811,142.129666602598,1,3,"culinart services",18.3559332703178
"693",693,693,693,"Martin","Austin","Male",66.6470765647883,134.522811196354,0,3,"energy studies",24.0362644579952
"694",694,694,694,"Patrick","Ford","Male",70.7626805577194,151.72600113469,6,3,"integrated water resources management",23.7544270654677
"695",695,695,695,"Wayne","Nguyen","Male",63.3842478786185,129.109712997227,3,4,"agricultural sciences",16.3956864744481
"696",696,696,696,"Nicole","Torres","Female",67.8546969423682,141.786576627546,5,2,"mechanical engineering",20.0533565212423
"697",697,697,697,"Carol","Perez","Female",69.7907611490288,157.610162534668,1,1,"logistics",21.3595318467088
"698",698,698,698,"Angela","Brown","Female",63.251110059979,136.304701489268,4,2,"biology",16.326362454412
"699",699,699,699,"Irene","Olson","Female",58.2688734025333,105.675130901336,3,4,"criminal justice administration",16.6588436255565
"700",700,700,700,"Jack","Little","Male",79.9226520891054,210.789509508625,1,5,"criminal justice administration",23.2282857319107
"701",701,701,701,"Joe","Bailey","Male",67.3879807106495,146.030038647628,1,3,"education",19.6479142267457
"702",702,702,702,"Rachel","Carter","Female",67.1503908197431,137.462383830542,4,3,"business administration",20.7151374120568
"703",703,703,703,"Daniel","Rodriguez","Male",73.2189868672612,170.912117701305,3,1,"integrated water resources management",21.7466358861486
"704",704,704,704,"Douglas","Lawson","Male",66.6367559068127,133.383461196819,2,2,"military strategy",19.5389801952313
"705",705,705,705,"Victor","Wallace","Male",68.0225055817448,171.461427042243,3,6,"applied sciences",19.0255206885431
"706",706,706,706,"Roy","Nelson","Male",66.3025278154658,144.556907652495,1,2,"military strategy",18.5441024214922
"707",707,707,707,"Willie","Vasquez","Male",70.1768924138979,156.202006558763,5,5,"energy studies",19.5670371810651
"708",708,708,708,"Gregory","Gray","Male",70.1085458592904,145.242471343961,3,5,"animal husbandry",22.6259327795679
"709",709,709,709,"Gary","Gonzales","Male",69.0849385414841,158.649660961086,2,2,"criminal justice administration",18.679447052261
"710",710,710,710,"Roy","Elliott","Male",69.9348895254445,167.425789710274,2,3,"epidemiology",20.1460178014045
"711",711,711,711,"Tammy","Edwards","Female",60.9002433094054,106.435850988924,3,5,"city planning",20.869806022298
"712",712,712,712,"Matthew","Bell","Male",65.9989978770412,139.366595323612,3,3,"pharmacology",17.6072422680657
"713",713,713,713,"Craig","Cook","Male",70.1470218352936,150.860032872998,7,2,"education",19.6666861748708
"714",714,714,714,"Edward","Day","Male",66.2605673749107,158.50503122371,3,1,"psychology",17.3613175551013
"715",715,715,715,"Stephen","Elliott","Male",68.4767591042892,162.652875323152,6,3,"criminal justice administration",16.0053269337301
"716",716,716,716,"Frances","Bishop","Female",63.2780635854246,141.761526759205,6,5,"criminal justice administration",13.8705549087934
"717",717,717,717,"Rebecca","Mitchell","Female",65.2456801533899,150.6645449748,5,0,"biology",17.0037917914756
"718",718,718,718,"Carlos","Larson","Male",68.5059263840663,139.810280279976,2,3,"psychology",20.3697710931503
"719",719,719,719,"Debra","Jackson","Female",73.8139854425067,159.549848786138,4,3,"energy studies",27.3712996011479
"720",720,720,720,"Martha","Carter","Female",72.1727198242887,152.599817953348,5,6,"business administration",25.5739815328144
"721",721,721,721,"Peter","Watkins","Male",73.4463170977421,165.27980006676,4,3,"business administration",21.6197840366134
"722",722,722,722,"Heather","Holmes","Female",64.6184344592329,133.609678325903,2,6,"medicine/nursing",14.6480472716138
"723",723,723,723,"Clarence","Evans","Male",72.1558231980412,157.458532556016,1,3,"animal husbandry",22.2969818918687
"724",724,724,724,"Beverly","Allen","Female",68.6573303487225,149.590798727634,1,2,"physical education",21.2604867707859
"725",725,725,725,"Michelle","Patterson","Female",65.6829622157258,150.590405577294,3,1,"physical education",18.1957328136981
"726",726,726,726,"Robin","Gonzales","Female",66.554346667717,129.902554497661,4,2,"city planning",20.1142535223307
"727",727,727,727,"Louise","Brooks","Female",66.4277630865209,137.183964716058,2,2,"medicine/nursing",20.2273766914316
"728",728,728,728,"Rebecca","Davis","Female",61.7815698692411,139.119833002768,3,3,"physical education",16.3854751477776
"729",729,729,729,"Christopher","Henderson","Male",72.7826291131518,149.96738096583,2,3,"culinart services",20.6311038923906
"730",730,730,730,"Emily","Mendoza","Female",65.4970096707824,133.693195577821,4,2,"criminal justice administration",22.0584714093045
"731",731,731,731,"Anne","Burton","Female",68.0935443021877,143.072066165866,6,4,"logistics",20.0367108518853
"732",732,732,732,"Steven","Reynolds","Male",68.9587373917841,157.741712363184,1,3,"medicine/nursing",21.9376187771883
"733",733,733,733,"Johnny","Johnston","Male",69.2521692519542,144.815154003059,4,2,"psychology",18.0417693177958
"734",734,734,734,"Victor","Perry","Male",76.0752938987927,179.484728561193,3,2,"physical education",20.9061461105417
"735",735,735,735,"Robert","Mitchell","Male",70.5926487315801,146.118177504888,1,5,"military strategy",20.378717943286
"736",736,736,736,"Daniel","Reid","Male",74.8958116352777,162.197536218574,5,4,"energy studies",19.6395362031354
"737",737,737,737,"Virginia","Dunn","Female",57.0543740673246,107.753725691702,1,5,"philosophy",12.7447198006308
"738",738,738,738,"Kathy","Jenkins","Female",64.7472528719517,134.324138145896,4,2,"applied sciences",18.0070422729134
"739",739,739,739,"Frances","Meyer","Female",62.8571584799827,115.41856160474,2,4,"biology",17.1575813012365
"740",740,740,740,"Julie","Henry","Female",68.0910136153994,138.768185723996,4,3,"education",21.2824505840464
"741",741,741,741,"Christina","Hunt","Female",71.7912565488601,144.241834587323,2,0,"agricultural sciences",28.0497786825595
"742",742,742,742,"Walter","Scott","Male",69.4396277889047,145.732718146223,5,1,"applied sciences",18.1685345195058
"743",743,743,743,"Bonnie","Washington","Female",67.5139462046755,132.209940710132,3,0,"city planning",21.9130896987633
"744",744,744,744,"Russell","Gordon","Male",67.687765191117,148.836625119936,3,5,"city planning",22.6057707999567
"745",745,745,745,"Carolyn","Gardner","Female",66.3798651774186,143.079318650062,6,3,"education",18.4905119245413
"746",746,746,746,"Cynthia","Murphy","Female",68.1834455407966,155.71133271134,2,4,"integrated water resources management",18.3067913875797
"747",747,747,747,"Richard","Patterson","Male",71.7242796214064,158.328475452032,5,1,"environmental science",21.8386255905382
"748",748,748,748,"Phyllis","Harrison","Female",59.5562136523964,108.640467495851,6,4,"business administration",17.9321640015793
"749",749,749,749,"Lillian","Perez","Female",64.4525186691027,126.177963464387,3,3,"integrated water resources management",19.4093666204585
"750",750,750,750,"Phyllis","Gutierrez","Female",65.9120918750472,148.358285907464,4,4,"animal husbandry",21.5758797744985
"751",751,751,751,"Steven","Davis","Male",76.5864386029205,172.070340512854,5,4,"architecture",25.8617874019547
"752",752,752,752,"Teresa","Mendoza","Female",71.6179438686055,167.696937526005,2,4,"education",20.765799682476
"753",753,753,753,"Teresa","Schmidt","Female",68.0346985077554,143.641563397088,2,3,"environmental science",19.8960376857665
"754",754,754,754,"Ruby","Nelson","Female",61.4889001433012,117.767964717559,6,0,"human services",18.995398599126
"755",755,755,755,"Tammy","Anderson","Female",66.1398145353673,125.8348644517,4,0,"military strategy",22.9841545693954
"756",756,756,756,"Amanda","Rogers","Female",60.7429897975865,124.345323682894,2,2,"city planning",16.3340541292883
"757",757,757,757,"Margaret","Banks","Female",69.4015544297292,137.106402457313,4,4,"psychology",26.3766149257081
"758",758,758,758,"Lisa","Campbell","Female",67.4596872410398,146.120249337582,6,5,"military strategy",22.5553335279136
